,calculate_degree_centrality
William Stillwagon,0.0024813895781637717
Vernon Croce,0.0012406947890818859
Catherine Whit,0.0012406947890818859
Jimmie Howard,0.0012406947890818859
Mary Noel,0.0012406947890818859
Christian Morgan,0.006203473945409429
Jonathan Dente,0.0012406947890818859
Dolores Ewert,0.0012406947890818859
Shirley Wells,0.0012406947890818859
Dee Arias,0.0012406947890818859
Michelle Scott,0.0024813895781637717
Joshua Morgan,0.0012406947890818859
Christine Wing,0.0024813895781637717
Ava Kerr,0.0024813895781637717
June Drew,0.0012406947890818859
Betty Weinberg,0.0012406947890818859
Ruth Carrasquillo,0.0012406947890818859
David Montero,0.0024813895781637717
Sang Sansoucy,0.0012406947890818859
Eula Snoke,0.0012406947890818859
Oleta Atkinson,0.0012406947890818859
Carmen Wittmer,0.0037220843672456576
Thomas Wright,0.0024813895781637717
Karen Jackson,0.0024813895781637717
Jeremy Brannon,0.0012406947890818859
Francisca Mckown,0.0037220843672456576
Lee Abernathy,0.0024813895781637717
Regina Washington,0.0012406947890818859
Kathy Hallenbeck,0.0024813895781637717
Aida Dunford,0.0012406947890818859
Alan Kinney,0.0012406947890818859
Thomas Troutman,0.0012406947890818859
Susan Delung,0.0012406947890818859
Bill Pounds,0.0012406947890818859
James Bergman,0.0024813895781637717
Arthur Thompson,0.0012406947890818859
Edward Cobb,0.0012406947890818859
Darrin Melton,0.0012406947890818859
Judith Hubbard,0.0024813895781637717
Kevin Wirtz,0.0012406947890818859
Lawrence Calderon,0.0012406947890818859
Ellen Whitted,0.0024813895781637717
Young Torres,0.0012406947890818859
Michael Ferree,0.0024813895781637717
Louise Green,0.0012406947890818859
Amber Nickerson,0.0012406947890818859
Essie Weatherford,0.0012406947890818859
James Snyder,0.0037220843672456576
Edward Peterson,0.0024813895781637717
Johnny Sapp,0.0024813895781637717
Kermit Kight,0.0012406947890818859
Samuel Mosley,0.0012406947890818859
Aisha Mrowka,0.0024813895781637717
Eddie Cutler,0.0012406947890818859
James Bianchi,0.0024813895781637717
Lorene Murray,0.0012406947890818859
Kurt Pearson,0.0024813895781637717
Michael Scala,0.0024813895781637717
Mabel Flaherty,0.0037220843672456576
Patrick Shellhammer,0.0012406947890818859
Florence Whaley,0.0012406947890818859
Tiffany Smith,0.0037220843672456576
Jeffrey Jenkins,0.0012406947890818859
Julie Nixon,0.0012406947890818859
Marion Larimer,0.0012406947890818859
Charles Lantz,0.0012406947890818859
Mark Flores,0.0012406947890818859
Joseph Short,0.0012406947890818859
Genevieve Marusak,0.0024813895781637717
Annie Haskin,0.0012406947890818859
Emmanuel Brown,0.0024813895781637717
David Swinton,0.0012406947890818859
Scott Nicola,0.0024813895781637717
Mia Bickers,0.0012406947890818859
Joseph Sloan,0.0012406947890818859
Stephen Reed,0.0012406947890818859
Paulette Buchanan,0.0024813895781637717
Kenneth Abbasi,0.0012406947890818859
Sharon Parsons,0.0012406947890818859
Bryce Paz,0.0012406947890818859
Carolyn Mills,0.0024813895781637717
Melissa Taliulu,0.0012406947890818859
James Walker,0.0012406947890818859
Sandra Griffin,0.0024813895781637717
Billie Esser,0.0012406947890818859
George Huneycutt,0.0012406947890818859
Eugene Vierk,0.0012406947890818859
Olivia Melvin,0.0012406947890818859
James Byrum,0.0012406947890818859
Yolanda Larsen,0.0012406947890818859
Arthur Green,0.0012406947890818859
Andrea Myatt,0.0024813895781637717
Ashley White,0.0012406947890818859
Eric Rice,0.0024813895781637717
James Clapp,0.0012406947890818859
Paula Mullaney,0.0024813895781637717
Greg Smith,0.0012406947890818859
Joseph Medellin,0.0012406947890818859
Ted Blackwell,0.0012406947890818859
Phyllis Phillips,0.0012406947890818859
Darrell Prendergast,0.0024813895781637717
Justin Cotton,0.0024813895781637717
Mary Hatch,0.0024813895781637717
Sarah Watson,0.0024813895781637717
Eric Flowers,0.0012406947890818859
Linda Quince,0.0012406947890818859
Amada Taylor,0.0024813895781637717
Mai Prater,0.0012406947890818859
Manuel Helton,0.0012406947890818859
Shirley Price,0.0024813895781637717
Jonathan Heller,0.0012406947890818859
Kevin Dempsey,0.0012406947890818859
Michelle Hill,0.0012406947890818859
Patrick Hawley,0.0012406947890818859
Laverne Hall,0.0024813895781637717
Dennis Lasiter,0.0024813895781637717
Delilah Smith,0.0024813895781637717
Michael Reed,0.0024813895781637717
Gaston Garman,0.0012406947890818859
Paige Maasch,0.0012406947890818859
Rodney Mcmillan,0.0024813895781637717
Ruby Gholson,0.0037220843672456576
Carl Lewis,0.0012406947890818859
Christopher Barrett,0.0012406947890818859
Helen Hall,0.0012406947890818859
Charles Palmer,0.0012406947890818859
Guillermo Bolton,0.0012406947890818859
Barbara Hill,0.0012406947890818859
Clyde Letendre,0.0012406947890818859
Rachel Moore,0.0012406947890818859
Brenda Arellano,0.0012406947890818859
Scott Fusco,0.0037220843672456576
Peggy Nazario,0.0012406947890818859
Larry Rogers,0.0012406947890818859
Lawrence Gomez,0.0012406947890818859
Kathryn Swagerty,0.0012406947890818859
Brian Tarver,0.0012406947890818859
Barbara Schiel,0.0012406947890818859
Judy Wilds,0.0012406947890818859
Susan Petersik,0.0012406947890818859
Juana Wright,0.0012406947890818859
Anthony Culp,0.0024813895781637717
Ollie Ramirez,0.0012406947890818859
Richard Vinson,0.0024813895781637717
Robert Zink,0.0024813895781637717
Raul Willadsen,0.0024813895781637717
Kyle Summers,0.0012406947890818859
Ronald Mcnealy,0.0012406947890818859
Timothy Moskowitz,0.0012406947890818859
Richard Fullmer,0.0012406947890818859
Jason Marshall,0.0012406947890818859
Richard Grosso,0.0012406947890818859
Leeanna Drake,0.0012406947890818859
Ma Cooper,0.0012406947890818859
Lorraine Young,0.0012406947890818859
Tammy Alamo,0.0012406947890818859
Vera Whitley,0.0012406947890818859
Heather Richards,0.0024813895781637717
Ralph Holder,0.0024813895781637717
John Mcginnis,0.0012406947890818859
Marlon Barnoski,0.0012406947890818859
Zane Taylor,0.0012406947890818859
Minnie Mcgee,0.0012406947890818859
Santos Cook,0.0024813895781637717
Eric Oakman,0.0012406947890818859
James Ortiz,0.0024813895781637717
Christopher Fredrickson,0.0012406947890818859
Ann Browning,0.0012406947890818859
Helen Lancaster,0.0012406947890818859
Rodolfo Campbell,0.0012406947890818859
Rosemary Pollard,0.0024813895781637717
Anthony Carrol,0.0012406947890818859
Jennifer Trudel,0.0012406947890818859
Clair Win,0.0024813895781637717
Jim Erling,0.0012406947890818859
Darlene Ford,0.0012406947890818859
Jean Ingram,0.0012406947890818859
Virgil Gonce,0.0012406947890818859
Maragaret Ellis,0.0012406947890818859
Jason Williams,0.0024813895781637717
Jaqueline Woodward,0.0024813895781637717
Nathaniel Savage,0.0012406947890818859
Terrance Blankenship,0.0012406947890818859
Charles Thompson,0.0012406947890818859
Jackie Clark,0.0012406947890818859
Amanda Gillum,0.0012406947890818859
Carolyn Hicks,0.0012406947890818859
Julie Martinez,0.0012406947890818859
Hettie Mcdonald,0.0012406947890818859
Ashley Trevino,0.0012406947890818859
Heather Ashworth,0.0012406947890818859
Naomi Stroud,0.0024813895781637717
Kathryn Williams,0.0012406947890818859
Charles Hughes,0.0012406947890818859
Lewis King,0.0012406947890818859
Carol Meyers,0.0012406947890818859
Gerald Klien,0.0024813895781637717
Angie Rogers,0.0012406947890818859
Hollie Robinson,0.0012406947890818859
Antonio Bell,0.0012406947890818859
Bret Jess,0.0012406947890818859
Joyce Love,0.0012406947890818859
Jeanne Rester,0.0012406947890818859
Harold Lanzo,0.0012406947890818859
Edward Castellano,0.0012406947890818859
Jeffrey Velasquez,0.0012406947890818859
Hannah Fisher,0.0012406947890818859
Joseph Zepeda,0.0024813895781637717
Terry Herald,0.0024813895781637717
Jackie Fletcher,0.0024813895781637717
Cathy Triplett,0.0024813895781637717
Mary Browne,0.0012406947890818859
Charles Brooks,0.0012406947890818859
Adam Dube,0.0012406947890818859
Steven Hille,0.0012406947890818859
Donald Chauarria,0.0012406947890818859
Michael Benson,0.0024813895781637717
Janis Robertson,0.0012406947890818859
Peggy Martinez,0.0012406947890818859
Saturnina Harris,0.0012406947890818859
Glenda Costley,0.0012406947890818859
Maria Martin,0.0012406947890818859
Willie Tarrant,0.0024813895781637717
Rodney Lee,0.0012406947890818859
Lashaunda Robison,0.0012406947890818859
Judy Willard,0.0024813895781637717
William Guarini,0.0012406947890818859
Harry Smith,0.0012406947890818859
Charles Marquez,0.0012406947890818859
Gerald Merrick,0.0037220843672456576
Joe Cianflone,0.0024813895781637717
Jonathan Krings,0.0012406947890818859
Emanuel Nickels,0.0012406947890818859
Katherine Ellison,0.0012406947890818859
Jo Mazon,0.0024813895781637717
Victoria Duncan,0.0024813895781637717
Christine Hale,0.0012406947890818859
Velma Perry,0.0012406947890818859
Harold Pannenbacker,0.0012406947890818859
Joshua Whitfield,0.0024813895781637717
Michael Valencia,0.0012406947890818859
Ivan Salgado,0.0012406947890818859
Catherine Modglin,0.0012406947890818859
Thomas Murphy,0.0012406947890818859
Thomas Wilson,0.006203473945409429
Joseph Vincent,0.0012406947890818859
Patricia Olson,0.0012406947890818859
Peter Alatorre,0.0012406947890818859
Apryl Rutenberg,0.0012406947890818859
Melinda Thompson,0.0024813895781637717
Charles Feddersen,0.0012406947890818859
Eugene Heck,0.0012406947890818859
Rhonda Adam,0.0024813895781637717
Floyd Rodriguez,0.0012406947890818859
Joseph Heffner,0.0012406947890818859
Ronald Dorman,0.0012406947890818859
Eric Kilcoyne,0.0012406947890818859
Timothy Doxey,0.0024813895781637717
Duane Abshire,0.0012406947890818859
Jared Lockhart,0.0012406947890818859
Maria Davis,0.0012406947890818859
Wendy Baldyga,0.0012406947890818859
Sarah Maciel,0.0012406947890818859
John Hubley,0.0012406947890818859
Billy Williams,0.0012406947890818859
Lawrence Racine,0.0012406947890818859
Jimmie Sweet,0.0012406947890818859
Jennifer Alpers,0.0024813895781637717
Buddy Silvey,0.0012406947890818859
Charles Murillo,0.0012406947890818859
Sarah Byrd,0.0024813895781637717
Nanci Sabatino,0.0012406947890818859
Diane Allen,0.0012406947890818859
Lloyd Gardner,0.0024813895781637717
Maxine Judson,0.0012406947890818859
Jill Goss,0.0012406947890818859
Oscar Arellano,0.0012406947890818859
Gary Thomas,0.0012406947890818859
Sean Ramos,0.0012406947890818859
Jesus Jackson,0.0012406947890818859
Harold Sakoda,0.0012406947890818859
Miranda Tyler,0.0012406947890818859
Jerry Medovich,0.0012406947890818859
Kimberly Stiteler,0.0012406947890818859
Rena Wild,0.0012406947890818859
Anthony Bell,0.0012406947890818859
Susan Mileski,0.0012406947890818859
Kyle Haselton,0.0012406947890818859
Thomas Goins,0.0012406947890818859
Thomas Brown,0.0012406947890818859
John Fogarty,0.0012406947890818859
Jerry Martin,0.0012406947890818859
Manuel Strickland,0.0012406947890818859
Charles Garrett,0.0012406947890818859
David Lewis,0.0024813895781637717
Sandra Levy,0.0024813895781637717
Patricia Burk,0.0037220843672456576
Michael Gordon,0.0012406947890818859
Ramona Ridgeway,0.0012406947890818859
Jenna Goodwin,0.0012406947890818859
Carol Doerr,0.0024813895781637717
Elsie Stephens,0.0012406947890818859
Julia Brann,0.0024813895781637717
Jason Wilcher,0.0012406947890818859
Muriel Tyre,0.0012406947890818859
Richard Rich,0.0012406947890818859
Daniel Turner,0.0012406947890818859
Arlene Flint,0.0024813895781637717
Lee Smith,0.0012406947890818859
Matthew Munson,0.0012406947890818859
Erica Williams,0.0012406947890818859
Lawrence Johnson,0.0012406947890818859
Katherine Mercer,0.0024813895781637717
Diana Godoy,0.0012406947890818859
Tiffany Forbes,0.0012406947890818859
Jackie Holmes,0.0012406947890818859
Jane Blackwell,0.0024813895781637717
Theresa Fletcher,0.0012406947890818859
Maxine Doyle,0.0024813895781637717
Karen Medina,0.0012406947890818859
Michele Hertzler,0.0012406947890818859
Carolyn Purser,0.0012406947890818859
Ellen Anderson,0.0037220843672456576
Shirley Manchester,0.0012406947890818859
Cecil Smith,0.0012406947890818859
Blanche Terry,0.0012406947890818859
Terry Page,0.0012406947890818859
Kathleen Fullard,0.0012406947890818859
Gregory Brown,0.0012406947890818859
Julia Corso,0.0012406947890818859
Tyler Symes,0.0012406947890818859
Terrance Keith,0.0012406947890818859
Stephen Cecil,0.0012406947890818859
Ellen Small,0.0012406947890818859
Donald Zeller,0.0012406947890818859
Earl Wilson,0.0012406947890818859
Richard Paro,0.0024813895781637717
April Thomas,0.0012406947890818859
Christina Heffernan,0.0012406947890818859
Jackie Eisner,0.0012406947890818859
Philip Fernandez,0.0012406947890818859
Ana Johnson,0.0012406947890818859
Marcy Mccain,0.0012406947890818859
Blanche Demby,0.0024813895781637717
John Doughty,0.0012406947890818859
Jose Edwards,0.0024813895781637717
Mary Bradford,0.0012406947890818859
Marcus Blaise,0.0012406947890818859
Adam Burger,0.0024813895781637717
Jeffery Heatherington,0.0012406947890818859
Edward Villarreal,0.0012406947890818859
Jay Phillips,0.0012406947890818859
Ruth Blackman,0.0012406947890818859
Karen Miranda,0.0012406947890818859
Mickey Brooks,0.0012406947890818859
David Nguyen,0.0012406947890818859
James Ibarra,0.0012406947890818859
Chad Delarosa,0.0012406947890818859
Gene Owens,0.0012406947890818859
Doris Stearns,0.0012406947890818859
Nicholas Lester,0.0012406947890818859
Mary Hicks,0.0012406947890818859
Paulette Dammeyer,0.0012406947890818859
Nicole Monson,0.0012406947890818859
Patrick Wise,0.0024813895781637717
Lisa Hamilton,0.0012406947890818859
Rachael Vega,0.0012406947890818859
Christine Mansfield,0.0012406947890818859
Joshua Carter,0.0012406947890818859
Greg Kearney,0.0012406947890818859
Shaina Morris,0.0012406947890818859
Alfred Mccoy,0.0012406947890818859
Alan Barnes,0.0024813895781637717
George Robinson,0.0012406947890818859
Mary Keenan,0.0012406947890818859
Amy Parker,0.0012406947890818859
Evelyn Reeves,0.0012406947890818859
Elizabeth Whitaker,0.0012406947890818859
Robert Murray,0.0012406947890818859
Thomas Knox,0.0012406947890818859
Blanch Brown,0.0024813895781637717
Charles Jones,0.0024813895781637717
Lynne Unga,0.0012406947890818859
Louise Berube,0.0012406947890818859
Marjorie Smith,0.0012406947890818859
Ahmad Lovett,0.0012406947890818859
Daniel Ebert,0.0012406947890818859
Renita Pepper,0.0012406947890818859
Steven Sieja,0.0012406947890818859
Jo Guerra,0.0012406947890818859
William Mullins,0.0012406947890818859
Darlene Browning,0.0024813895781637717
Paul Carmley,0.0012406947890818859
Linda Perry,0.0012406947890818859
Violet Maggard,0.0012406947890818859
Cassandra Pepin,0.0012406947890818859
James Herrera,0.0012406947890818859
Camille Sargent,0.0012406947890818859
Barbara Heath,0.0012406947890818859
Victor Kulick,0.0012406947890818859
Edmond Sarver,0.0012406947890818859
Andres Kaiser,0.0012406947890818859
Thomas Mclaurin,0.0024813895781637717
Lisa Deshotel,0.0024813895781637717
Lottie Mallory,0.0012406947890818859
Michael Johnson,0.0012406947890818859
Rachelle Conley,0.0024813895781637717
Esther Bantz,0.0012406947890818859
Jose Stoltz,0.0012406947890818859
Gail Sexton,0.0012406947890818859
Larry Odonnell,0.0012406947890818859
William Fletcher,0.0037220843672456576
Elisabeth Sylla,0.0012406947890818859
Thomas Williams,0.0012406947890818859
Robin Sinn,0.0012406947890818859
Sylvia Terry,0.0024813895781637717
Pat Violette,0.0012406947890818859
Adriana Boatright,0.0024813895781637717
Craig Cook,0.0012406947890818859
Joseph Singleton,0.0012406947890818859
George Draper,0.0012406947890818859
Victoria Mathis,0.0012406947890818859
John Delong,0.0024813895781637717
Ora Jefferies,0.0012406947890818859
Troy Parnell,0.0012406947890818859
David Ponce,0.0012406947890818859
Patricia Deberry,0.0012406947890818859
Calvin Hartley,0.0024813895781637717
Christopher Griffin,0.0012406947890818859
Jessica Axtell,0.0012406947890818859
George Lujan,0.0012406947890818859
John Ford,0.0012406947890818859
Sherrie Cowan,0.0024813895781637717
Bryon Martin,0.0024813895781637717
Calvin Amaral,0.0012406947890818859
Joann Grant,0.0012406947890818859
Robert Young,0.0012406947890818859
Marilyn Wagner,0.0012406947890818859
Derek Chevas,0.0012406947890818859
Heidi Morrow,0.0012406947890818859
Lorna Whitaker,0.0012406947890818859
David Caras,0.0012406947890818859
George Martinez,0.0012406947890818859
Martha Davidson,0.0012406947890818859
Kelly Underwood,0.0012406947890818859
Traci Menist,0.0012406947890818859
Kimberly Kelly,0.0012406947890818859
Janet Bishop,0.0012406947890818859
Thomas Daughtry,0.0012406947890818859
Christina Chan,0.0012406947890818859
Beatriz Carney,0.0012406947890818859
Charles Cobb,0.0024813895781637717
Shirley Rodriguez,0.0012406947890818859
Michelle Clyde,0.0012406947890818859
Christopher Finch,0.0024813895781637717
Janie Barbrick,0.0012406947890818859
Elva Haynes,0.0012406947890818859
Raymond Simmons,0.0012406947890818859
Shirley Langford,0.0012406947890818859
Felecia Chueng,0.0012406947890818859
John Avila,0.0012406947890818859
Jesus Martell,0.0012406947890818859
Jeffrey Beltran,0.0012406947890818859
Mary Winter,0.0012406947890818859
Will Kim,0.0012406947890818859
William Richardson,0.0024813895781637717
Bill Haggard,0.0012406947890818859
Marshall Portillo,0.0012406947890818859
William Estep,0.0012406947890818859
David Prunty,0.0012406947890818859
Casey Holsten,0.0024813895781637717
Magnolia Lyons,0.0012406947890818859
Mark Dabney,0.0024813895781637717
Mary Jackson,0.0012406947890818859
Kelly Thong,0.0012406947890818859
Eddie Mayne,0.0012406947890818859
Derek Cano,0.0012406947890818859
Christopher Omoyosi,0.0012406947890818859
Phyllis Sanders,0.0012406947890818859
Anthony Tang,0.0012406947890818859
Annie Witherspoon,0.0012406947890818859
Alison Doyle,0.0012406947890818859
Annie Hoff,0.0012406947890818859
Maria Johnson,0.0012406947890818859
Cynthia Yi,0.0012406947890818859
Michael Terrazas,0.0012406947890818859
Christopher Ramirez,0.0012406947890818859
Gail Franklin,0.0012406947890818859
Lonnie Hartman,0.0024813895781637717
Terry Bassi,0.0012406947890818859
Brandon Newson,0.0024813895781637717
Lora Mclean,0.0012406947890818859
Heidi Whittaker,0.0012406947890818859
Elizabeth Scranton,0.0012406947890818859
Anna Remington,0.0012406947890818859
Richard Azbill,0.0012406947890818859
Debbie Valencia,0.0037220843672456576
Bernice Peters,0.0012406947890818859
Dorothy Stark,0.0012406947890818859
Tamara Vigil,0.0012406947890818859
Frank Robinson,0.0012406947890818859
Corrine Williams,0.0012406947890818859
Wade Kabel,0.0012406947890818859
Martha Lopez,0.0012406947890818859
Michael Severson,0.0012406947890818859
Barbara Balmes,0.0024813895781637717
Michelle Herrington,0.0012406947890818859
Charles Toney,0.0012406947890818859
Lynette Swanson,0.0012406947890818859
Verda Barry,0.0012406947890818859
Arnette Mcilwain,0.0012406947890818859
Linda Utley,0.0012406947890818859
Julie Houge,0.0012406947890818859
Kristen Grosso,0.0012406947890818859
Martha Isham,0.0024813895781637717
Juanita Lujan,0.0012406947890818859
Fred Gertz,0.0012406947890818859
Crystal White,0.0012406947890818859
Randy Moreno,0.0012406947890818859
George Tatum,0.0012406947890818859
Marcia King,0.0012406947890818859
Terry Mcphail,0.0012406947890818859
Mary Goldberg,0.0012406947890818859
Larry Moon,0.0012406947890818859
Verna Kelley,0.0012406947890818859
Gary Anderson,0.0012406947890818859
Donald Porter,0.0024813895781637717
Alvin Brown,0.0012406947890818859
Mark Wolfgram,0.0012406947890818859
Anna Hall,0.0012406947890818859
Marilyn Byrd,0.0012406947890818859
Sally Everhart,0.0012406947890818859
Kim Nevin,0.0012406947890818859
Gregory Watson,0.0012406947890818859
Christopher Douglass,0.0012406947890818859
Shaun Worth,0.0012406947890818859
Lori Dicarlo,0.0012406947890818859
Shirley Peterson,0.0012406947890818859
Derrick Williams,0.0012406947890818859
Emma Torres,0.0012406947890818859
Dorothy Mondragon,0.0012406947890818859
Alma Deen,0.0012406947890818859
Teresa Johnson,0.0012406947890818859
James Ellison,0.0012406947890818859
Nettie Bender,0.0012406947890818859
Allison Bury,0.0012406947890818859
Jack Pealer,0.0012406947890818859
Lindsay Ramirez,0.0012406947890818859
Edna Mckinney,0.0012406947890818859
Elizabeth Johnson,0.0012406947890818859
Melinda Beauchamp,0.0012406947890818859
Barbara Gaskins,0.0024813895781637717
Greg Bowen,0.0012406947890818859
Rafael Carpenter,0.0012406947890818859
Richard Johnson,0.0012406947890818859
Charles Martin,0.0012406947890818859
Doreen Wilson,0.0012406947890818859
William Krausz,0.0012406947890818859
Babara Crump,0.0012406947890818859
James Fortenberry,0.0012406947890818859
Martha Dorsey,0.0012406947890818859
Derek Williams,0.0012406947890818859
Geraldine Sheldon,0.0012406947890818859
Brenda Mckethan,0.0012406947890818859
Laura Baird,0.0012406947890818859
Julia Brown,0.0012406947890818859
Bridgette Woodie,0.0012406947890818859
Mary West,0.0012406947890818859
William Putnam,0.0012406947890818859
Marsha Grollimund,0.0012406947890818859
Trista Sanchez,0.0012406947890818859
Samuel Lewis,0.0012406947890818859
Edwin Miller,0.0012406947890818859
Kisha Krueger,0.0012406947890818859
James Nilsen,0.0012406947890818859
Doris Vinci,0.0012406947890818859
Gene Zelechowski,0.0012406947890818859
Scott Sutton,0.0012406947890818859
Michael Allen,0.0012406947890818859
James Green,0.0012406947890818859
Kyle Shippey,0.0012406947890818859
Jessica Burchett,0.0012406947890818859
Clara Corea,0.0012406947890818859
Betty Goldson,0.0012406947890818859
Robert Lukes,0.0012406947890818859
Cody Paradis,0.0012406947890818859
Brenda Miller,0.0012406947890818859
Mathew Gresham,0.0012406947890818859
Alice Mansfield,0.0012406947890818859
Tad Bear,0.0012406947890818859
Michelle Brockway,0.0012406947890818859
Robert Strickland,0.0024813895781637717
Jean Mckillip,0.0012406947890818859
Jeffrey Lynn,0.0012406947890818859
Tammy Vanhook,0.0012406947890818859
Kathern Henningsen,0.0012406947890818859
Marcia Roll,0.0012406947890818859
Kevin Elliot,0.0012406947890818859
Grace Scott,0.0012406947890818859
Martha Newcomb,0.0012406947890818859
Michael Ybarra,0.0012406947890818859
John Devine,0.0012406947890818859
Joseph Elliott,0.0012406947890818859
Marty Harris,0.0012406947890818859
Willie Gee,0.0012406947890818859
Kevin Arsenault,0.0012406947890818859
Willie Pair,0.0012406947890818859
Lester Reid,0.0012406947890818859
Alan Liddle,0.0012406947890818859
Sherry Settles,0.0012406947890818859
Louise Ohara,0.0012406947890818859
Felix Davis,0.0012406947890818859
John Birks,0.0012406947890818859
Kimberly Sneed,0.0012406947890818859
Donald Dickey,0.0012406947890818859
Thomas Mead,0.0012406947890818859
Doris Parker,0.0012406947890818859
Robert Garcia,0.0012406947890818859
Inez Donahoe,0.0012406947890818859
Dorothy Willcox,0.0012406947890818859
Michael Montgomery,0.0012406947890818859
Robert Saran,0.0012406947890818859
Kathy Downin,0.0012406947890818859
Terry Albrecht,0.0012406947890818859
Jeffrey Mccall,0.0012406947890818859
John Vega,0.0012406947890818859
Mark Latta,0.0012406947890818859
Michael Woltz,0.0012406947890818859
George Moore,0.0012406947890818859
Grace Warren,0.0012406947890818859
Joyce Cook,0.0012406947890818859
Herbert Bader,0.0012406947890818859
Joseph Jarvis,0.0012406947890818859
Terisa Ortiz,0.0012406947890818859
Roman Letlow,0.0012406947890818859
James Vasquez,0.0012406947890818859
Daisy Gonzalez,0.0012406947890818859
Elizabeth Noland,0.0012406947890818859
Sheldon Wentz,0.0012406947890818859
Eric Watts,0.0012406947890818859
Kathleen Gonzalez,0.0012406947890818859
Kate Taylor,0.0012406947890818859
John Titus,0.0012406947890818859
Jason Demott,0.0012406947890818859
Sadie Crane,0.0012406947890818859
Fanny Barrett,0.0012406947890818859
Amanda Johnson,0.0012406947890818859
Heather Wentzel,0.0012406947890818859
Kevin Stulce,0.0012406947890818859
