,calculate_katz_centrality
Florence Harlow,0.07188236666099578
Frank Burns,0.07188236666099578
Rachel Ray,0.07188236666099578
Kristle Peterson,0.07188236666099578
Timothy Inman,0.07188236666099578
Lawrence Jaques,0.07188236666099578
Thomas Shaw,0.07188236666099578
Marion Cropp,0.07188236666099578
Geraldine Werre,0.07188236666099578
Timothy Doxey,0.07188236666099578
Katie Conzemius,0.07188236666099578
Irene Mull,0.07188236666099578
Patricia Breaud,0.07188236666099578
Reginald Metz,0.07188236666099578
Steven Williams,0.07188236666099578
Lena Parker,0.07188236666099578
Joshua Griffith,0.07188236666099578
Terri Lurry,0.07188236666099578
Rex Ware,0.07188236666099578
Beverly Smith,0.07188236666099578
Joseph Lam,0.07188236666099578
Marie Sellers,0.07261584930597373
Gary Rhea,0.07921729015197135
Lisa Hamilton,0.07188236666099578
Joshua Whitfield,0.07188236666099578
Carla Bona,0.07188236666099578
Kevin Waterson,0.07188236666099578
James Tunney,0.07188236666099578
Horace Velasquez,0.07188236666099578
Jose Taylor,0.07188236666099578
Babara Crump,0.07188236666099578
David Ponce,0.07188236666099578
Warren Felder,0.07188236666099578
Donna Baxter,0.07188236666099578
Avis Valley,0.07188236666099578
Georgia Vanscyoc,0.07188236666099578
Florence Whaley,0.07188236666099578
Laurel Brooks,0.07188236666099578
Jonathan Scott,0.07188236666099578
Jack Mullins,0.07188236666099578
Chelsie Huitt,0.07188236666099578
Jame Jimenez,0.07188236666099578
Virginia Steele,0.07188236666099578
Mary Hatch,0.07261584930597373
Mary Pack,0.07188236666099578
Kathlyn Matteucci,0.07188236666099578
Eduardo Jones,0.07188236666099578
Richard Grosso,0.07188236666099578
Perry Cooke,0.07188236666099578
Darlene Browning,0.07188236666099578
Paul Kim,0.07188236666099578
Katie Topping,0.07188236666099578
Patsy Fullard,0.07188236666099578
Louise Ohara,0.07188236666099578
Katherine Duncan,0.07188236666099578
Stephanie Strickland,0.07188236666099578
Leslie Smith,0.07188236666099578
Michael Terrazas,0.07188236666099578
Estela Morris,0.07188236666099578
Terrance Keith,0.07188236666099578
James Norman,0.07188236666099578
Timothy Redden,0.07188236666099578
Mike Castleberry,0.07188236666099578
Charles Mccullough,0.07188236666099578
Claudette Savini,0.07188236666099578
Buddy Silvey,0.07188236666099578
John Lahti,0.07188236666099578
Michael Lanza,0.07188236666099578
Patrick Halvorson,0.07188236666099578
Annie Farr,0.07188236666099578
Rodney Mccall,0.07261584930597373
Jackie Eisner,0.07188236666099578
Shirley Tatsch,0.07188236666099578
Felecia Chueng,0.07188236666099578
Elvira Bailey,0.07188236666099578
Kari Brown,0.07188236666099578
Darrin Melton,0.07188236666099578
Danny Tyler,0.07188236666099578
Erica Williams,0.07188236666099578
Ernesto Kassler,0.07261584930597373
Angie Rogers,0.07188236666099578
Linda Quince,0.07188236666099578
Carlton Wimberly,0.07188236666099578
Jenna Goodwin,0.07188236666099578
Mark Reed,0.07188236666099578
Patricia Mason,0.07188236666099578
Robin Charley,0.07188236666099578
Debra Callaway,0.07188236666099578
Shirley Kruger,0.07188236666099578
Lois Mcgowan,0.07188236666099578
Cynthia Sandoval,0.07188236666099578
Rosalie Weinzierl,0.07188236666099578
Christine Mansfield,0.07188236666099578
Adam Dube,0.07188236666099578
Norman Clough,0.07188236666099578
Victoria Mathis,0.07188236666099578
Sarah Valley,0.07188236666099578
Rachel Moore,0.07188236666099578
Jonathan Heller,0.07188236666099578
Mary Winter,0.07188236666099578
